[Script generated by: Final Fantasy 3us Multi Editor, Coded by Lord J]
[FF3usME version: 6.8.0]
[File version: 1.00]
[Section: Monster Battle Scripts]

[script #0]    ; orig idx=0, "Guard", nb. bytes=6
F0 EE 07 0B    ; Rand. spell: Battle or <MB>Thunra or <MB>Thunga
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE 07 FE    ; Rand. spell: Battle or <MB>Thunra or Nothing
FE             ; End If and reset targeting
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F3 7A 00       ; Text: " This can't be__<D> "
F5 0C 01 FF    ; Monsters #1, #2, #3, #4, #5, #6 are killed, dies like a boss
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F0 FE FE 07    ; Rand. spell: Nothing or Nothing or <MB>Thunra
F8 00 81       ; 1 added to VAR000
FC 0D 00 04    ; If variable VAR000 is greater than or equal to 4
F8 00 00       ; Set VAR000 to 0
F8 03 00       ; Set VAR003 to 0
F5 0E 02 01    ; Monsters #1 , if hidden, brought in without affecting their HP, in light & flashes
F5 0E 01 02    ; Monsters #2 are killed, in light & flashes
FF             ; End

[script #329]  ; orig idx=329, "Ice Dragon", nb. bytes=46
F0 EE C5 C5    ; Rand. spell: Battle or N. Cross or N. Cross
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE BB BB    ; Rand. spell: Battle or Absolute 0 or Absolute 0
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE 74 BB    ; Rand. spell: Battle or Surge or Absolute 0
FE             ; End If and reset targeting
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F5 0C 01 FF    ; Monsters #1, #2, #3, #4, #5, #6 are killed, dies like a boss
FE             ; End If and reset targeting
FC 12 00 00    ; If following monster is/are dead: 
FB 04 00       ; Sets global battle timer to 0
F0 FE FE 74    ; Rand. spell: Nothing or Nothing or Surge
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F0 FE FE EE    ; Rand. spell: Nothing or Nothing or Battle
FF             ; End

[script #330]  ; orig idx=330, "Kefka", nb. bytes=28
EE             ; Battle
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE EE 03    ; Rand. spell: Battle or Battle or <MB>Poison
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE 06 02    ; Rand. spell: Battle or <MB>Blizra or <MB>Thundr
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 1E 04 01    ; Rand. spell: <MG>Muddle or <MB>Drain or <MB>Blizrd
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F3 15 00       ; Text: " I'll be back!<D> "
F1 36          ; Targeting: self
C2             ; Escape
FF             ; End

[script #331]  ; orig idx=331, "Storm Drgn", nb. bytes=46
FC 06 36 78    ; If target self has less or equal than 15360 HP
F1 47          ; Targeting: use normal targeting
F0 EE EE 8F    ; Rand. spell: Battle or Battle or Aero
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F1 47          ; Targeting: use normal targeting
F0 EE EF B2    ; Rand. spell: Battle or Special or Cyclonic
FE             ; End If and reset targeting
F0 EE 65 67    ; Rand. spell: Battle or Wind Slash or Rage
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE 65 EE    ; Rand. spell: Battle or Wind Slash or Battle
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F5 0C 01 FF    ; Monsters #1, #2, #3, #4, #5, #6 are killed, dies like a boss
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F0 EE FE FE    ; Rand. spell: Battle or Nothing or Nothing
FF             ; End

[script #332]  ; orig idx=332, "Dirt Drgn", nb. bytes=54
FC 0B 14 00    ; If timer has reached/passed 20 (locks timer)
FB 00 00       ; has battle timer set to 0
FC 08 44 1F    ; If target random ally is affected by status ???
F1 43          ; Targeting: allies
C3             ; 50 Gs
FE             ; End If and reset targeting
F0 EE 15 15    ; Rand. spell: Battle or <MB>Quake or <MB>Quake
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE BC ED    ; Rand. spell: Battle or Magnitude8 or Slide
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE BC 15    ; Rand. spell: Battle or Magnitude8 or <MB>Quake
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE EE ED    ; Rand. spell: Battle or Battle or Slide
FE             ; End If and reset targeting
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F5 0C 01 FF    ; Monsters #1, #2, #3, #4, #5, #6 are killed, dies like a boss
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F0 FE FE EF    ; Rand. spell: Nothing or Nothing or Special
FF             ; End

[script #333]  ; orig idx=333, "Ipooh", nb. bytes=13
F0 EE EE EF    ; Rand. spell: Battle or Battle or Special
FF             ; End first wave of attack
FC 12 06 00    ; If following monster is/are dead: #2, #3
FB 06 30       ; Target monster #1 (random ally if N/A) becomes targetable
FF             ; End

[script #334]  ; orig idx=334, "Leader", nb. bytes=14
F0 EE EE EF    ; Rand. spell: Battle or Battle or Special
FF             ; End first wave of attack
FC 05 00 00    ; If monster has been attacked
F0 FE FE EF    ; Rand. spell: Nothing or Nothing or Special
FF             ; End

[script #335]  ; orig idx=335, "Grunt", nb. bytes=3
EE             ; Battle
FF             ; End first wave of attack
FF             ; End

[script #336]  ; orig idx=336, "Gold Drgn", nb. bytes=188
FC 14 00 00    ; If VAR000 has all the following bit set: 0
FC 0D 03 02    ; If variable VAR003 is greater than or equal to 2
F9 02 00 00    ; VAR000 clear bit: 0
F8 24 00       ; Set VAR036 to 0
F8 03 00       ; Set VAR003 to 0
F1 43          ; Targeting: allies
0B             ; <MB>Thunga
FE             ; End If and reset targeting
FC 14 00 00    ; If VAR000 has all the following bit set: 0
F8 03 81       ; 1 added to VAR003
FE             ; End If and reset targeting
FC 08 48 17    ; If target ally #1 is affected by status Reflect
FC 09 48 07    ; If target ally #1 is not affected by status Death
FC 09 36 17    ; If target self is not affected by status Reflect
24             ; <MG>Rflect
FE             ; End If and reset targeting
FC 08 49 17    ; If target ally #2 is affected by status Reflect
FC 09 49 07    ; If target ally #2 is not affected by status Death
FC 09 36 17    ; If target self is not affected by status Reflect
24             ; <MG>Rflect
FE             ; End If and reset targeting
FC 08 4A 17    ; If target ally #3 is affected by status Reflect
FC 09 4A 07    ; If target ally #3 is not affected by status Death
FC 09 36 17    ; If target self is not affected by status Reflect
24             ; <MG>Rflect
FE             ; End If and reset targeting
FC 08 4B 17    ; If target ally #4 is affected by status Reflect
FC 09 4B 07    ; If target ally #4 is not affected by status Death
FC 09 36 17    ; If target self is not affected by status Reflect
24             ; <MG>Rflect
FE             ; End If and reset targeting
FC 08 36 17    ; If target self is affected by status Reflect
F1 47          ; Targeting: use normal targeting
EE             ; Battle
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F1 36          ; Targeting: self
F0 07 07 02    ; Rand. spell: <MB>Thunra or <MB>Thunra or <MB>Thundr
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F9 02 00 01    ; VAR000 clear bit: 1
F1 47          ; Targeting: use normal targeting
EE             ; Battle
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F1 36          ; Targeting: self
F0 FE 07 02    ; Rand. spell: Nothing or <MB>Thunra or <MB>Thundr
F9 02 00 01    ; VAR000 clear bit: 1
FE             ; End If and reset targeting
F0 B9 02 07    ; Rand. spell: Giga Volt or <MB>Thundr or <MB>Thunra
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 B9 02 02    ; Rand. spell: Giga Volt or <MB>Thundr or <MB>Thundr
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F9 02 00 01    ; VAR000 clear bit: 1
F0 07 02 02    ; Rand. spell: <MB>Thunra or <MB>Thundr or <MB>Thundr
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F5 0C 01 FF    ; Monsters #1, #2, #3, #4, #5, #6 are killed, dies like a boss
FE             ; End If and reset targeting
FC 01 00 00    ; If monster has been attacked by cmd: Fight or Fight, will target attacker
FC 15 00 00    ; If VAR000 has all the following bit cleared: 0
F8 24 81       ; 1 added to VAR036
FC 0D 24 04    ; If variable VAR036 is greater than or equal to 4
FC 15 00 00    ; If VAR000 has all the following bit cleared: 0
F9 01 00 00    ; VAR000 set bit: 0
F3 73 00       ; Text: " store energy!<D> "
FE             ; End If and reset targeting
FC 01 02 02    ; If monster has been attacked by cmd: Magic or Magic, will target attacker
FC 15 00 00    ; If VAR000 has all the following bit cleared: 0
F0 FE 02 07    ; Rand. spell: Nothing or <MB>Thundr or <MB>Thunra
FF             ; End

[script #337]  ; orig idx=337, "Skull Drgn", nb. bytes=43
F1 47          ; Targeting: use normal targeting
F0 EE 8B 6B    ; Rand. spell: Battle or Condemned or Elf Fire
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F1 47          ; Targeting: use normal targeting
F0 EE 8B 6C    ; Rand. spell: Battle or Condemned or Specter
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F1 47          ; Targeting: use normal targeting
F0 EE 8B 6B    ; Rand. spell: Battle or Condemned or Elf Fire
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F1 44          ; Targeting: random ally
D6             ; Disaster
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F5 0C 01 00    ; Monsters  are killed, dies like a boss
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F0 FE EE FE    ; Rand. spell: Nothing or Battle or Nothing
FF             ; End

[script #338]  ; orig idx=338, "Blue Drgn", nb. bytes=190
FC 15 24 00    ; If VAR036 has all the following bit cleared: 0
8D             ; CleanSweep
F9 01 24 00    ; VAR036 set bit: 0
FE             ; End If and reset targeting
FC 16 28 00    ; If the global battle timer is greater than 40
FB 04 00       ; Sets global battle timer to 0
8D             ; CleanSweep
FE             ; End If and reset targeting
FC 15 24 01    ; If VAR036 has all the following bit cleared: 1
FC 08 48 13    ; If target ally #1 is affected by status Haste
FC 09 36 13    ; If target self is not affected by status Haste
FC 09 36 16    ; If target self is not affected by status Safe
F1 36          ; Targeting: self
19             ; <MG>Slow
F1 48          ; Targeting: ally #1
9E             ; Rippler
F9 01 24 01    ; VAR036 set bit: 1
FE             ; End If and reset targeting
FC 15 24 01    ; If VAR036 has all the following bit cleared: 1
FC 08 49 13    ; If target ally #2 is affected by status Haste
FC 09 36 13    ; If target self is not affected by status Haste
FC 09 36 16    ; If target self is not affected by status Safe
F1 36          ; Targeting: self
19             ; <MG>Slow
F1 49          ; Targeting: ally #2
9E             ; Rippler
F9 01 24 01    ; VAR036 set bit: 1
FE             ; End If and reset targeting
FC 15 24 01    ; If VAR036 has all the following bit cleared: 1
FC 08 4A 13    ; If target ally #3 is affected by status Haste
FC 09 36 13    ; If target self is not affected by status Haste
FC 09 36 16    ; If target self is not affected by status Safe
F1 36          ; Targeting: self
19             ; <MG>Slow
F1 4A          ; Targeting: ally #3
9E             ; Rippler
F9 01 24 01    ; VAR036 set bit: 1
FE             ; End If and reset targeting
FC 15 24 01    ; If VAR036 has all the following bit cleared: 1
FC 08 4B 13    ; If target ally #4 is affected by status Haste
FC 09 36 13    ; If target self is not affected by status Haste
FC 09 36 16    ; If target self is not affected by status Safe
F1 36          ; Targeting: self
19             ; <MG>Slow
F1 4B          ; Targeting: ally #4
9E             ; Rippler
F9 01 24 01    ; VAR036 set bit: 1
FE             ; End If and reset targeting
FC 06 36 80    ; If target self has less or equal than 16384 HP
F1 47          ; Targeting: use normal targeting
F0 EE 8E 8E    ; Rand. spell: Battle or Aqua Rake or Aqua Rake
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F1 47          ; Targeting: use normal targeting
F0 EE BE BE    ; Rand. spell: Battle or Flash Rain or Flash Rain
F9 02 24 01    ; VAR036 clear bit: 1
FE             ; End If and reset targeting
F0 EE A9 A9    ; Rand. spell: Battle or Acid Rain or Acid Rain
FD             ; Wait until the attack sequence is called upon again, then continue (reset targeting)
F0 EE EE A9    ; Rand. spell: Battle or Battle or Acid Rain
F9 02 24 01    ; VAR036 clear bit: 1
FF             ; End first wave of attack
FC 12 00 00    ; If following monster is/are dead: 
F5 0C 01 00    ; Monsters  are killed, dies like a boss
FE             ; End If and reset targeting
FC 01 02 02    ; If monster has been attacked by cmd: Magic or Magic, will target attacker
F0 FE FE EE    ; Rand. spell: Nothing or Nothing or Battle
FE             ; End If and reset targeting
FC 05 00 00    ; If monster has been attacked
F0 FE FE EE    ; Rand. spell: Nothing or Nothing or Battle
FF             ; End

[script #339]  ; orig idx=339, "Red Dragon", nb. bytes=146
